k,error,accuracy
2067,2233,75.23841206475937
2069,2231,75.26058993124862
2071,2231,75.26058993124862
2073,2231,75.26058993124862
2075,2231,75.26058993124862
2077,2231,75.26058993124862
2079,2231,75.26058993124862
2081,2231,75.26058993124862
2083,2231,75.26058993124862
2085,2231,75.26058993124862
2087,2231,75.26058993124862
2089,2231,75.26058993124862
2091,2231,75.26058993124862
2093,2231,75.26058993124862
2095,2231,75.26058993124862
2097,2231,75.26058993124862
2099,2232,75.249500998004
2101,2232,75.249500998004
2103,2231,75.26058993124862
2105,2232,75.249500998004
2107,2232,75.249500998004
2109,2231,75.26058993124862
2111,2231,75.26058993124862
2113,2231,75.26058993124862
2115,2232,75.249500998004
2117,2232,75.249500998004
2119,2232,75.249500998004
2121,2232,75.249500998004
2123,2232,75.249500998004
2125,2232,75.249500998004
2127,2232,75.249500998004
2129,2232,75.249500998004
2131,2232,75.249500998004
2133,2232,75.249500998004
2135,2232,75.249500998004
2137,2232,75.249500998004
2139,2231,75.26058993124862
2141,2231,75.26058993124862
2143,2232,75.249500998004
2145,2232,75.249500998004
2147,2232,75.249500998004
2149,2232,75.249500998004
2151,2232,75.249500998004
2153,2233,75.23841206475937
2155,2234,75.22732313151475
2157,2234,75.22732313151475
2159,2233,75.23841206475937
2161,2234,75.22732313151475
2163,2234,75.22732313151475
2165,2234,75.22732313151475
2167,2234,75.22732313151475
2169,2234,75.22732313151475
2171,2234,75.22732313151475
2173,2234,75.22732313151475
2175,2234,75.22732313151475
2177,2234,75.22732313151475
2179,2234,75.22732313151475
2181,2235,75.21623419827013
2183,2235,75.21623419827013
2185,2235,75.21623419827013
2187,2235,75.21623419827013
2189,2235,75.21623419827013
2191,2235,75.21623419827013
2193,2235,75.21623419827013
2195,2235,75.21623419827013
2197,2234,75.22732313151475
2199,2234,75.22732313151475
2201,2234,75.22732313151475
2203,2233,75.23841206475937
2205,2235,75.21623419827013
2207,2234,75.22732313151475
2209,2234,75.22732313151475
2211,2234,75.22732313151475
2213,2234,75.22732313151475
2215,2234,75.22732313151475
2217,2234,75.22732313151475
2219,2234,75.22732313151475
2221,2234,75.22732313151475
2223,2234,75.22732313151475
2225,2234,75.22732313151475
2227,2234,75.22732313151475
2229,2234,75.22732313151475
2231,2234,75.22732313151475
2233,2234,75.22732313151475
2235,2234,75.22732313151475
2237,2234,75.22732313151475
2239,2234,75.22732313151475
2241,2234,75.22732313151475
2243,2234,75.22732313151475
2245,2234,75.22732313151475
2247,2234,75.22732313151475
2249,2234,75.22732313151475
2251,2234,75.22732313151475
2253,2234,75.22732313151475
2255,2234,75.22732313151475
2257,2234,75.22732313151475
2259,2234,75.22732313151475
2261,2235,75.21623419827013
2263,2235,75.21623419827013
2265,2235,75.21623419827013
2267,2235,75.21623419827013
2269,2235,75.21623419827013
2271,2235,75.21623419827013
2273,2235,75.21623419827013
2275,2235,75.21623419827013
2277,2235,75.21623419827013
2279,2235,75.21623419827013
2281,2235,75.21623419827013
2283,2235,75.21623419827013
2285,2235,75.21623419827013
2287,2235,75.21623419827013
2289,2235,75.21623419827013
2291,2235,75.21623419827013
2293,2235,75.21623419827013
2295,2235,75.21623419827013
2297,2235,75.21623419827013
2299,2235,75.21623419827013
2301,2235,75.21623419827013
2303,2235,75.21623419827013
2305,2235,75.21623419827013
2307,2236,75.20514526502551
2309,2236,75.20514526502551
2311,2235,75.21623419827013
2313,2235,75.21623419827013
2315,2235,75.21623419827013
2317,2235,75.21623419827013
2319,2235,75.21623419827013
2321,2235,75.21623419827013
2323,2235,75.21623419827013
2325,2235,75.21623419827013
2327,2235,75.21623419827013
2329,2235,75.21623419827013
2331,2235,75.21623419827013
2333,2235,75.21623419827013
2335,2235,75.21623419827013
2337,2234,75.22732313151475
2339,2234,75.22732313151475
2341,2234,75.22732313151475
2343,2234,75.22732313151475
2345,2233,75.23841206475937
2347,2233,75.23841206475937
2349,2233,75.23841206475937
2351,2233,75.23841206475937
2353,2233,75.23841206475937
2355,2233,75.23841206475937
2357,2233,75.23841206475937
2359,2232,75.249500998004
2361,2231,75.26058993124862
2363,2231,75.26058993124862
2365,2231,75.26058993124862
2367,2231,75.26058993124862
2369,2231,75.26058993124862
2371,2231,75.26058993124862
2373,2231,75.26058993124862
2375,2231,75.26058993124862
2377,2231,75.26058993124862
2379,2231,75.26058993124862
2381,2231,75.26058993124862
2383,2231,75.26058993124862
2385,2231,75.26058993124862
2387,2231,75.26058993124862
2389,2231,75.26058993124862
2391,2231,75.26058993124862
2393,2231,75.26058993124862
2395,2231,75.26058993124862
2397,2231,75.26058993124862
2399,2230,75.27167886449324
2401,2230,75.27167886449324
2403,2230,75.27167886449324
2405,2230,75.27167886449324
2407,2230,75.27167886449324
2409,2231,75.26058993124862
2411,2231,75.26058993124862
2413,2231,75.26058993124862
2415,2231,75.26058993124862
2417,2231,75.26058993124862
2419,2231,75.26058993124862
2421,2231,75.26058993124862
2423,2231,75.26058993124862
2425,2231,75.26058993124862
2427,2230,75.27167886449324
2429,2230,75.27167886449324
2431,2230,75.27167886449324
2433,2230,75.27167886449324
2435,2230,75.27167886449324
2437,2229,75.28276779773786
2439,2229,75.28276779773786
2441,2229,75.28276779773786
2443,2229,75.28276779773786
2445,2229,75.28276779773786
2447,2229,75.28276779773786
2449,2229,75.28276779773786
2451,2229,75.28276779773786
2453,2229,75.28276779773786
2455,2229,75.28276779773786
2457,2229,75.28276779773786
2459,2229,75.28276779773786
2461,2229,75.28276779773786
2463,2230,75.27167886449324
2465,2229,75.28276779773786
2467,2229,75.28276779773786
2469,2229,75.28276779773786
2471,2229,75.28276779773786
2473,2229,75.28276779773786
2475,2229,75.28276779773786
2477,2230,75.27167886449324
2479,2230,75.27167886449324
2481,2229,75.28276779773786
2483,2229,75.28276779773786
2485,2229,75.28276779773786
2487,2229,75.28276779773786
2489,2229,75.28276779773786
2491,2228,75.29385673098248
2493,2228,75.29385673098248
2495,2228,75.29385673098248
2497,2228,75.29385673098248
2499,2228,75.29385673098248
2501,2228,75.29385673098248
2503,2228,75.29385673098248
2505,2227,75.30494566422709
2507,2227,75.30494566422709
2509,2227,75.30494566422709
2511,2226,75.31603459747173
2513,2226,75.31603459747173
2515,2226,75.31603459747173
2517,2226,75.31603459747173
2519,2226,75.31603459747173
2521,2226,75.31603459747173
2523,2226,75.31603459747173
2525,2226,75.31603459747173
2527,2226,75.31603459747173
2529,2226,75.31603459747173
2531,2226,75.31603459747173
2533,2226,75.31603459747173
2535,2226,75.31603459747173
2537,2226,75.31603459747173
2539,2226,75.31603459747173
2541,2226,75.31603459747173
2543,2225,75.32712353071635
2545,2225,75.32712353071635
2547,2225,75.32712353071635
2549,2225,75.32712353071635
2551,2225,75.32712353071635
2553,2225,75.32712353071635
2555,2225,75.32712353071635
2557,2225,75.32712353071635
2559,2225,75.32712353071635
2561,2225,75.32712353071635
2563,2226,75.31603459747173
2565,2226,75.31603459747173
2567,2226,75.31603459747173
2569,2226,75.31603459747173
2571,2226,75.31603459747173
2573,2225,75.32712353071635
2575,2225,75.32712353071635
2577,2224,75.33821246396096
2579,2224,75.33821246396096
2581,2224,75.33821246396096
2583,2224,75.33821246396096
2585,2224,75.33821246396096
2587,2223,75.3493013972056
2589,2223,75.3493013972056
2591,2223,75.3493013972056
2593,2223,75.3493013972056
2595,2223,75.3493013972056
2597,2223,75.3493013972056
2599,2223,75.3493013972056
2601,2224,75.33821246396096
2603,2224,75.33821246396096
2605,2224,75.33821246396096
2607,2224,75.33821246396096
2609,2224,75.33821246396096
2611,2224,75.33821246396096
2613,2224,75.33821246396096
2615,2223,75.3493013972056
2617,2221,75.37147926369482
2619,2221,75.37147926369482
2621,2221,75.37147926369482
2623,2221,75.37147926369482
2625,2221,75.37147926369482
2627,2222,75.36039033045022
2629,2222,75.36039033045022
2631,2222,75.36039033045022
2633,2222,75.36039033045022
2635,2222,75.36039033045022
2637,2222,75.36039033045022
2639,2222,75.36039033045022
2641,2222,75.36039033045022
2643,2224,75.33821246396096
2645,2224,75.33821246396096
2647,2224,75.33821246396096
2649,2223,75.3493013972056
2651,2223,75.3493013972056
2653,2223,75.3493013972056
2655,2223,75.3493013972056
2657,2224,75.33821246396096
2659,2225,75.32712353071635
2661,2225,75.32712353071635
2663,2225,75.32712353071635
2665,2225,75.32712353071635
2667,2225,75.32712353071635
2669,2225,75.32712353071635
2671,2225,75.32712353071635
2673,2225,75.32712353071635
2675,2225,75.32712353071635
2677,2224,75.33821246396096
2679,2224,75.33821246396096
2681,2224,75.33821246396096
2683,2224,75.33821246396096
2685,2224,75.33821246396096
2687,2224,75.33821246396096
2689,2224,75.33821246396096
2691,2224,75.33821246396096
2693,2224,75.33821246396096
2695,2222,75.36039033045022
2697,2222,75.36039033045022
2699,2222,75.36039033045022
2701,2222,75.36039033045022
2703,2222,75.36039033045022
2705,2222,75.36039033045022
2707,2222,75.36039033045022
2709,2222,75.36039033045022
2711,2222,75.36039033045022
2713,2222,75.36039033045022
2715,2222,75.36039033045022
2717,2221,75.37147926369482
2719,2221,75.37147926369482
2721,2221,75.37147926369482
2723,2221,75.37147926369482
2725,2221,75.37147926369482
2727,2221,75.37147926369482
2729,2221,75.37147926369482
2731,2220,75.38256819693946
2733,2221,75.37147926369482
2735,2221,75.37147926369482
2737,2221,75.37147926369482
2739,2221,75.37147926369482
2741,2221,75.37147926369482
2743,2221,75.37147926369482
2745,2221,75.37147926369482
2747,2221,75.37147926369482
2749,2221,75.37147926369482
2751,2221,75.37147926369482
2753,2221,75.37147926369482
2755,2221,75.37147926369482
2757,2221,75.37147926369482
2759,2221,75.37147926369482
2761,2220,75.38256819693946
2763,2220,75.38256819693946
2765,2220,75.38256819693946
2767,2220,75.38256819693946
2769,2221,75.37147926369482
2771,2220,75.38256819693946
2773,2221,75.37147926369482
2775,2221,75.37147926369482
2777,2221,75.37147926369482
2779,2221,75.37147926369482
2781,2221,75.37147926369482
2783,2221,75.37147926369482
2785,2221,75.37147926369482
2787,2221,75.37147926369482
2789,2221,75.37147926369482
2791,2221,75.37147926369482
2793,2221,75.37147926369482
2795,2221,75.37147926369482
2797,2221,75.37147926369482
2799,2221,75.37147926369482
2801,2221,75.37147926369482
2803,2220,75.38256819693946
2805,2220,75.38256819693946
2807,2220,75.38256819693946
2809,2220,75.38256819693946
2811,2220,75.38256819693946
2813,2220,75.38256819693946
2815,2220,75.38256819693946
2817,2220,75.38256819693946
2819,2220,75.38256819693946
2821,2220,75.38256819693946
2823,2220,75.38256819693946
2825,2220,75.38256819693946
2827,2220,75.38256819693946
2829,2220,75.38256819693946
2831,2220,75.38256819693946
2833,2220,75.38256819693946
2835,2219,75.39365713018408
2837,2219,75.39365713018408
2839,2219,75.39365713018408
2841,2219,75.39365713018408
2843,2219,75.39365713018408
2845,2219,75.39365713018408
2847,2218,75.40474606342869
2849,2218,75.40474606342869
2851,2218,75.40474606342869
2853,2218,75.40474606342869
2855,2218,75.40474606342869
2857,2218,75.40474606342869
2859,2217,75.41583499667333
2861,2217,75.41583499667333
2863,2218,75.40474606342869
2865,2218,75.40474606342869
2867,2218,75.40474606342869
2869,2218,75.40474606342869
2871,2218,75.40474606342869
2873,2217,75.41583499667333
2875,2217,75.41583499667333
2877,2217,75.41583499667333
2879,2217,75.41583499667333
2881,2217,75.41583499667333
2883,2217,75.41583499667333
2885,2217,75.41583499667333
2887,2217,75.41583499667333
2889,2217,75.41583499667333
2891,2217,75.41583499667333
2893,2217,75.41583499667333
2895,2217,75.41583499667333
2897,2217,75.41583499667333
2899,2217,75.41583499667333
2901,2217,75.41583499667333
2903,2216,75.42692392991795
2905,2216,75.42692392991795
2907,2216,75.42692392991795
2909,2215,75.43801286316256
2911,2215,75.43801286316256
2913,2215,75.43801286316256
2915,2215,75.43801286316256
2917,2215,75.43801286316256
2919,2215,75.43801286316256
2921,2215,75.43801286316256
2923,2215,75.43801286316256
2925,2215,75.43801286316256
2927,2215,75.43801286316256
2929,2215,75.43801286316256
2931,2215,75.43801286316256
2933,2215,75.43801286316256
2935,2215,75.43801286316256
2937,2215,75.43801286316256
2939,2215,75.43801286316256
2941,2215,75.43801286316256
2943,2215,75.43801286316256
2945,2215,75.43801286316256
2947,2215,75.43801286316256
2949,2215,75.43801286316256
2951,2215,75.43801286316256
2953,2215,75.43801286316256
2955,2215,75.43801286316256
2957,2215,75.43801286316256
2959,2215,75.43801286316256
2961,2215,75.43801286316256
2963,2215,75.43801286316256
2965,2216,75.42692392991795
2967,2216,75.42692392991795
2969,2216,75.42692392991795
2971,2216,75.42692392991795
2973,2216,75.42692392991795
2975,2216,75.42692392991795
2977,2215,75.43801286316256
2979,2215,75.43801286316256
2981,2215,75.43801286316256
2983,2215,75.43801286316256
2985,2215,75.43801286316256
2987,2215,75.43801286316256
2989,2215,75.43801286316256
2991,2215,75.43801286316256
2993,2214,75.44910179640718
2995,2214,75.44910179640718
2997,2214,75.44910179640718
2999,2214,75.44910179640718
3001,2214,75.44910179640718
3003,2214,75.44910179640718
3005,2214,75.44910179640718
3007,2214,75.44910179640718
3009,2214,75.44910179640718
3011,2214,75.44910179640718
3013,2213,75.46019072965181
3015,2213,75.46019072965181
3017,2214,75.44910179640718
3019,2214,75.44910179640718
3021,2214,75.44910179640718
3023,2214,75.44910179640718
3025,2215,75.43801286316256
3027,2215,75.43801286316256
3029,2215,75.43801286316256
3031,2215,75.43801286316256
3033,2215,75.43801286316256
3035,2215,75.43801286316256
3037,2216,75.42692392991795
3039,2216,75.42692392991795
3041,2215,75.43801286316256
3043,2215,75.43801286316256
3045,2215,75.43801286316256
3047,2215,75.43801286316256
3049,2215,75.43801286316256
3051,2215,75.43801286316256
3053,2214,75.44910179640718
3055,2215,75.43801286316256
3057,2216,75.42692392991795
3059,2216,75.42692392991795
3061,2217,75.41583499667333
3063,2216,75.42692392991795
3065,2215,75.43801286316256
3067,2215,75.43801286316256
3069,2216,75.42692392991795
3071,2216,75.42692392991795
3073,2216,75.42692392991795
3075,2216,75.42692392991795
3077,2216,75.42692392991795
3079,2216,75.42692392991795
3081,2216,75.42692392991795
3083,2215,75.43801286316256
3085,2215,75.43801286316256
3087,2214,75.44910179640718
3089,2213,75.46019072965181
3091,2213,75.46019072965181
3093,2213,75.46019072965181
3095,2214,75.44910179640718
3097,2214,75.44910179640718
3099,2214,75.44910179640718
3101,2216,75.42692392991795
3103,2215,75.43801286316256
3105,2215,75.43801286316256
3107,2214,75.44910179640718
3109,2214,75.44910179640718
3111,2215,75.43801286316256
3113,2215,75.43801286316256
3115,2216,75.42692392991795
3117,2216,75.42692392991795
3119,2216,75.42692392991795
3121,2216,75.42692392991795
3123,2215,75.43801286316256
3125,2216,75.42692392991795
3127,2216,75.42692392991795
3129,2216,75.42692392991795
3131,2216,75.42692392991795
3133,2216,75.42692392991795
3135,2216,75.42692392991795
3137,2215,75.43801286316256
3139,2215,75.43801286316256
3141,2215,75.43801286316256
3143,2215,75.43801286316256
3145,2215,75.43801286316256
3147,2215,75.43801286316256
3149,2215,75.43801286316256
3151,2215,75.43801286316256
3153,2215,75.43801286316256
3155,2215,75.43801286316256
3157,2215,75.43801286316256
3159,2215,75.43801286316256
3161,2215,75.43801286316256
3163,2215,75.43801286316256
3165,2213,75.46019072965181
3167,2212,75.47127966289644
3169,2212,75.47127966289644
3171,2212,75.47127966289644
3173,2212,75.47127966289644
3175,2212,75.47127966289644
3177,2212,75.47127966289644
3179,2212,75.47127966289644
3181,2212,75.47127966289644
3183,2212,75.47127966289644
3185,2212,75.47127966289644
3187,2212,75.47127966289644
3189,2212,75.47127966289644
3191,2212,75.47127966289644
3193,2212,75.47127966289644
3195,2212,75.47127966289644
3197,2212,75.47127966289644
3199,2212,75.47127966289644
3201,2211,75.48236859614104
3203,2212,75.47127966289644
3205,2211,75.48236859614104
3207,2211,75.48236859614104
3209,2211,75.48236859614104
3211,2209,75.5045464626303
3213,2209,75.5045464626303
3215,2208,75.51563539587491
3217,2208,75.51563539587491
3219,2209,75.5045464626303
3221,2208,75.51563539587491
3223,2208,75.51563539587491
3225,2208,75.51563539587491
3227,2208,75.51563539587491
3229,2207,75.52672432911955
3231,2207,75.52672432911955
3233,2206,75.53781326236417
3235,2206,75.53781326236417
3237,2206,75.53781326236417
3239,2206,75.53781326236417
3241,2206,75.53781326236417
3243,2206,75.53781326236417
3245,2206,75.53781326236417
3247,2206,75.53781326236417
3249,2206,75.53781326236417
3251,2206,75.53781326236417
3253,2206,75.53781326236417
3255,2206,75.53781326236417
3257,2206,75.53781326236417
3259,2205,75.54890219560878
3261,2205,75.54890219560878
3263,2204,75.55999112885341
3265,2204,75.55999112885341
3267,2204,75.55999112885341
3269,2204,75.55999112885341
3271,2204,75.55999112885341
3273,2204,75.55999112885341
3275,2204,75.55999112885341
3277,2204,75.55999112885341
3279,2204,75.55999112885341
3281,2204,75.55999112885341
3283,2204,75.55999112885341
3285,2205,75.54890219560878
3287,2205,75.54890219560878
3289,2205,75.54890219560878
3291,2205,75.54890219560878
3293,2204,75.55999112885341
3295,2204,75.55999112885341
3297,2205,75.54890219560878
3299,2205,75.54890219560878
3301,2205,75.54890219560878
3303,2205,75.54890219560878
3305,2204,75.55999112885341
3307,2203,75.57108006209803
3309,2204,75.55999112885341
3311,2203,75.57108006209803
3313,2204,75.55999112885341
3315,2204,75.55999112885341
3317,2203,75.57108006209803
3319,2203,75.57108006209803
3321,2203,75.57108006209803
3323,2203,75.57108006209803
3325,2203,75.57108006209803
3327,2202,75.58216899534264
3329,2202,75.58216899534264
3331,2202,75.58216899534264
3333,2202,75.58216899534264
3335,2202,75.58216899534264
3337,2202,75.58216899534264
3339,2202,75.58216899534264
3341,2202,75.58216899534264
3343,2202,75.58216899534264
3345,2202,75.58216899534264
3347,2202,75.58216899534264
3349,2202,75.58216899534264
3351,2202,75.58216899534264
3353,2202,75.58216899534264
3355,2202,75.58216899534264
3357,2202,75.58216899534264
3359,2202,75.58216899534264
3361,2202,75.58216899534264
3363,2202,75.58216899534264
3365,2202,75.58216899534264
3367,2202,75.58216899534264
3369,2202,75.58216899534264
3371,2201,75.59325792858726
3373,2201,75.59325792858726
3375,2201,75.59325792858726
3377,2201,75.59325792858726
3379,2201,75.59325792858726
3381,2201,75.59325792858726
3383,2202,75.58216899534264
3385,2202,75.58216899534264
3387,2202,75.58216899534264
3389,2201,75.59325792858726
3391,2201,75.59325792858726
3393,2201,75.59325792858726
3395,2200,75.6043468618319
3397,2201,75.59325792858726
3399,2201,75.59325792858726
3401,2202,75.58216899534264
3403,2200,75.6043468618319
3405,2200,75.6043468618319
3407,2201,75.59325792858726
3409,2201,75.59325792858726
3411,2200,75.6043468618319
3413,2199,75.61543579507651
3415,2199,75.61543579507651
3417,2199,75.61543579507651
3419,2200,75.6043468618319
3421,2200,75.6043468618319
3423,2200,75.6043468618319
3425,2200,75.6043468618319
3427,2200,75.6043468618319
3429,2200,75.6043468618319
3431,2200,75.6043468618319
3433,2200,75.6043468618319
3435,2200,75.6043468618319
3437,2200,75.6043468618319
3439,2200,75.6043468618319
3441,2200,75.6043468618319
3443,2200,75.6043468618319
3445,2200,75.6043468618319
3447,2200,75.6043468618319
3449,2200,75.6043468618319
3451,2200,75.6043468618319
3453,2199,75.61543579507651
3455,2199,75.61543579507651
3457,2199,75.61543579507651
3459,2199,75.61543579507651
3461,2199,75.61543579507651
3463,2200,75.6043468618319
3465,2200,75.6043468618319
3467,2200,75.6043468618319
3469,2201,75.59325792858726
3471,2200,75.6043468618319
3473,2202,75.58216899534264
3475,2202,75.58216899534264
3477,2202,75.58216899534264
3479,2201,75.59325792858726
3481,2201,75.59325792858726
3483,2200,75.6043468618319
3485,2198,75.62652472832113
3487,2198,75.62652472832113
3489,2198,75.62652472832113
3491,2198,75.62652472832113
3493,2197,75.63761366156577
3495,2197,75.63761366156577
3497,2197,75.63761366156577
3499,2197,75.63761366156577
3501,2198,75.62652472832113
3503,2198,75.62652472832113
3505,2198,75.62652472832113
3507,2198,75.62652472832113
3509,2198,75.62652472832113
3511,2198,75.62652472832113
3513,2198,75.62652472832113
3515,2198,75.62652472832113
3517,2198,75.62652472832113
3519,2199,75.61543579507651
3521,2199,75.61543579507651
3523,2198,75.62652472832113
3525,2198,75.62652472832113
3527,2199,75.61543579507651
3529,2199,75.61543579507651
3531,2199,75.61543579507651
3533,2199,75.61543579507651
3535,2199,75.61543579507651
3537,2199,75.61543579507651
3539,2198,75.62652472832113
3541,2198,75.62652472832113
3543,2198,75.62652472832113
3545,2198,75.62652472832113
3547,2198,75.62652472832113
3549,2198,75.62652472832113
3551,2198,75.62652472832113
3553,2198,75.62652472832113
3555,2198,75.62652472832113
3557,2198,75.62652472832113
3559,2198,75.62652472832113
3561,2198,75.62652472832113
3563,2198,75.62652472832113
3565,2198,75.62652472832113
3567,2198,75.62652472832113
3569,2198,75.62652472832113
3571,2198,75.62652472832113
3573,2198,75.62652472832113
3575,2198,75.62652472832113
3577,2197,75.63761366156577
3579,2196,75.64870259481037
3581,2196,75.64870259481037
3583,2196,75.64870259481037
3585,2196,75.64870259481037
3587,2196,75.64870259481037
3589,2196,75.64870259481037
3591,2196,75.64870259481037
3593,2196,75.64870259481037
3595,2196,75.64870259481037
3597,2196,75.64870259481037
3599,2196,75.64870259481037
3601,2196,75.64870259481037
3603,2196,75.64870259481037
3605,2196,75.64870259481037
3607,2196,75.64870259481037
3609,2197,75.63761366156577
3611,2197,75.63761366156577
3613,2197,75.63761366156577
3615,2197,75.63761366156577
3617,2198,75.62652472832113
3619,2198,75.62652472832113
3621,2198,75.62652472832113
3623,2198,75.62652472832113
3625,2198,75.62652472832113
3627,2198,75.62652472832113
3629,2198,75.62652472832113
3631,2197,75.63761366156577
3633,2198,75.62652472832113
3635,2198,75.62652472832113
3637,2199,75.61543579507651
3639,2200,75.6043468618319
3641,2200,75.6043468618319
3643,2200,75.6043468618319
3645,2200,75.6043468618319
3647,2200,75.6043468618319
3649,2200,75.6043468618319
3651,2200,75.6043468618319
3653,2200,75.6043468618319
3655,2200,75.6043468618319
3657,2200,75.6043468618319
3659,2200,75.6043468618319
3661,2200,75.6043468618319
3663,2200,75.6043468618319
3665,2199,75.61543579507651
3667,2199,75.61543579507651
3669,2199,75.61543579507651
3671,2199,75.61543579507651
3673,2199,75.61543579507651
3675,2199,75.61543579507651
3677,2199,75.61543579507651
3679,2199,75.61543579507651
3681,2198,75.62652472832113
3683,2198,75.62652472832113
3685,2199,75.61543579507651
3687,2199,75.61543579507651
3689,2198,75.62652472832113
3691,2198,75.62652472832113
3693,2198,75.62652472832113
3695,2198,75.62652472832113
3697,2198,75.62652472832113
3699,2198,75.62652472832113
3701,2198,75.62652472832113
3703,2198,75.62652472832113
3705,2198,75.62652472832113
3707,2198,75.62652472832113
3709,2198,75.62652472832113
3711,2198,75.62652472832113
3713,2198,75.62652472832113
3715,2198,75.62652472832113
3717,2198,75.62652472832113
3719,2198,75.62652472832113
3721,2198,75.62652472832113
3723,2198,75.62652472832113
3725,2198,75.62652472832113
3727,2198,75.62652472832113
3729,2198,75.62652472832113
3731,2198,75.62652472832113
3733,2197,75.63761366156577
3735,2198,75.62652472832113
3737,2198,75.62652472832113
3739,2198,75.62652472832113
3741,2198,75.62652472832113
3743,2198,75.62652472832113
3745,2197,75.63761366156577
3747,2197,75.63761366156577
3749,2197,75.63761366156577
3751,2198,75.62652472832113
3753,2198,75.62652472832113
3755,2198,75.62652472832113
3757,2198,75.62652472832113
3759,2198,75.62652472832113
3761,2198,75.62652472832113
3763,2198,75.62652472832113
3765,2198,75.62652472832113
3767,2197,75.63761366156577
3769,2197,75.63761366156577
3771,2197,75.63761366156577
3773,2197,75.63761366156577
3775,2197,75.63761366156577
3777,2198,75.62652472832113
3779,2198,75.62652472832113
3781,2198,75.62652472832113
3783,2198,75.62652472832113
3785,2197,75.63761366156577
3787,2197,75.63761366156577
3789,2197,75.63761366156577
3791,2197,75.63761366156577
3793,2197,75.63761366156577
3795,2197,75.63761366156577
3797,2198,75.62652472832113
3799,2197,75.63761366156577
3801,2198,75.62652472832113
3803,2198,75.62652472832113
3805,2198,75.62652472832113
3807,2197,75.63761366156577
3809,2197,75.63761366156577
3811,2197,75.63761366156577
3813,2197,75.63761366156577
3815,2197,75.63761366156577
3817,2197,75.63761366156577
3819,2197,75.63761366156577
3821,2197,75.63761366156577
3823,2197,75.63761366156577
3825,2197,75.63761366156577
3827,2196,75.64870259481037
3829,2196,75.64870259481037
3831,2196,75.64870259481037
3833,2196,75.64870259481037
3835,2195,75.659791528055
3837,2195,75.659791528055
3839,2195,75.659791528055
3841,2195,75.659791528055
3843,2195,75.659791528055
3845,2195,75.659791528055
3847,2195,75.659791528055
3849,2195,75.659791528055
3851,2195,75.659791528055
3853,2195,75.659791528055
3855,2195,75.659791528055
3857,2195,75.659791528055
3859,2195,75.659791528055
3861,2195,75.659791528055
3863,2195,75.659791528055
3865,2195,75.659791528055
3867,2195,75.659791528055
3869,2195,75.659791528055
3871,2195,75.659791528055
3873,2195,75.659791528055
3875,2195,75.659791528055
3877,2195,75.659791528055
3879,2195,75.659791528055
3881,2195,75.659791528055
3883,2195,75.659791528055
3885,2195,75.659791528055
3887,2195,75.659791528055
3889,2195,75.659791528055
3891,2195,75.659791528055
3893,2195,75.659791528055
3895,2195,75.659791528055
3897,2195,75.659791528055
3899,2194,75.67088046129963
3901,2194,75.67088046129963
3903,2194,75.67088046129963
3905,2194,75.67088046129963
3907,2194,75.67088046129963
3909,2194,75.67088046129963
3911,2194,75.67088046129963
3913,2194,75.67088046129963
3915,2193,75.68196939454424
3917,2194,75.67088046129963
3919,2193,75.68196939454424
3921,2193,75.68196939454424
3923,2193,75.68196939454424
3925,2193,75.68196939454424
3927,2193,75.68196939454424
3929,2193,75.68196939454424
3931,2193,75.68196939454424
3933,2193,75.68196939454424
3935,2193,75.68196939454424
3937,2193,75.68196939454424
3939,2193,75.68196939454424
3941,2193,75.68196939454424
3943,2193,75.68196939454424
3945,2193,75.68196939454424
3947,2193,75.68196939454424
3949,2192,75.69305832778886
3951,2192,75.69305832778886
3953,2192,75.69305832778886
3955,2192,75.69305832778886
3957,2192,75.69305832778886
3959,2192,75.69305832778886
3961,2192,75.69305832778886
3963,2192,75.69305832778886
3965,2192,75.69305832778886
3967,2192,75.69305832778886
3969,2192,75.69305832778886
3971,2192,75.69305832778886
3973,2192,75.69305832778886
3975,2192,75.69305832778886
3977,2192,75.69305832778886
3979,2192,75.69305832778886
3981,2191,75.70414726103348
3983,2191,75.70414726103348
3985,2191,75.70414726103348
3987,2191,75.70414726103348
3989,2191,75.70414726103348
3991,2191,75.70414726103348
3993,2190,75.7152361942781
3995,2191,75.70414726103348
3997,2191,75.70414726103348
3999,2191,75.70414726103348
4001,2191,75.70414726103348
4003,2191,75.70414726103348
4005,2191,75.70414726103348
4007,2191,75.70414726103348
4009,2191,75.70414726103348
4011,2191,75.70414726103348
4013,2191,75.70414726103348
4015,2191,75.70414726103348
4017,2191,75.70414726103348
4019,2191,75.70414726103348
4021,2191,75.70414726103348
4023,2189,75.72632512752273
4025,2189,75.72632512752273
4027,2190,75.7152361942781
4029,2190,75.7152361942781
4031,2190,75.7152361942781
4033,2190,75.7152361942781
4035,2190,75.7152361942781
4037,2190,75.7152361942781
4039,2190,75.7152361942781
4041,2190,75.7152361942781
4043,2190,75.7152361942781
4045,2190,75.7152361942781
4047,2190,75.7152361942781
4049,2190,75.7152361942781
4051,2190,75.7152361942781
4053,2190,75.7152361942781
4055,2190,75.7152361942781
4057,2191,75.70414726103348
4059,2191,75.70414726103348
4061,2191,75.70414726103348
4063,2191,75.70414726103348
4065,2190,75.7152361942781
4067,2190,75.7152361942781
4069,2190,75.7152361942781
4071,2190,75.7152361942781
