k,error,accuracy
1659,1855,79.43002883122644
1661,1856,79.41893989798182
1663,1856,79.41893989798182
1665,1856,79.41893989798182
1667,1856,79.41893989798182
1669,1856,79.41893989798182
1671,1857,79.4078509647372
1673,1858,79.39676203149257
1675,1858,79.39676203149257
1677,1858,79.39676203149257
1679,1858,79.39676203149257
1681,1858,79.39676203149257
1683,1858,79.39676203149257
1685,1858,79.39676203149257
1687,1858,79.39676203149257
1689,1859,79.38567309824795
1691,1858,79.39676203149257
1693,1858,79.39676203149257
1695,1858,79.39676203149257
1697,1858,79.39676203149257
1699,1856,79.41893989798182
1701,1855,79.43002883122644
1703,1855,79.43002883122644
1705,1856,79.41893989798182
1707,1855,79.43002883122644
1709,1855,79.43002883122644
1711,1856,79.41893989798182
1713,1856,79.41893989798182
1715,1856,79.41893989798182
1717,1856,79.41893989798182
1719,1856,79.41893989798182
1721,1856,79.41893989798182
1723,1856,79.41893989798182
1725,1855,79.43002883122644
1727,1855,79.43002883122644
1729,1855,79.43002883122644
1731,1855,79.43002883122644
1733,1855,79.43002883122644
1735,1855,79.43002883122644
1737,1854,79.44111776447106
1739,1854,79.44111776447106
1741,1854,79.44111776447106
1743,1854,79.44111776447106
1745,1854,79.44111776447106
1747,1853,79.45220669771568
1749,1853,79.45220669771568
1751,1853,79.45220669771568
1753,1853,79.45220669771568
1755,1853,79.45220669771568
1757,1853,79.45220669771568
1759,1852,79.4632956309603
1761,1852,79.4632956309603
1763,1852,79.4632956309603
1765,1852,79.4632956309603
1767,1852,79.4632956309603
1769,1852,79.4632956309603
1771,1852,79.4632956309603
1773,1852,79.4632956309603
1775,1853,79.45220669771568
1777,1853,79.45220669771568
1779,1853,79.45220669771568
1781,1854,79.44111776447106
1783,1853,79.45220669771568
1785,1854,79.44111776447106
1787,1854,79.44111776447106
1789,1854,79.44111776447106
1791,1854,79.44111776447106
1793,1854,79.44111776447106
1795,1854,79.44111776447106
1797,1854,79.44111776447106
1799,1854,79.44111776447106
1801,1853,79.45220669771568
1803,1853,79.45220669771568
1805,1853,79.45220669771568
1807,1853,79.45220669771568
1809,1852,79.4632956309603
1811,1852,79.4632956309603
1813,1852,79.4632956309603
1815,1852,79.4632956309603
1817,1851,79.47438456420493
1819,1852,79.4632956309603
1821,1852,79.4632956309603
1823,1852,79.4632956309603
1825,1852,79.4632956309603
1827,1853,79.45220669771568
1829,1853,79.45220669771568
1831,1853,79.45220669771568
1833,1851,79.47438456420493
1835,1851,79.47438456420493
1837,1851,79.47438456420493
1839,1851,79.47438456420493
1841,1852,79.4632956309603
1843,1852,79.4632956309603
1845,1852,79.4632956309603
1847,1852,79.4632956309603
1849,1852,79.4632956309603
1851,1852,79.4632956309603
1853,1853,79.45220669771568
1855,1852,79.4632956309603
1857,1851,79.47438456420493
1859,1852,79.4632956309603
1861,1853,79.45220669771568
1863,1853,79.45220669771568
1865,1852,79.4632956309603
1867,1852,79.4632956309603
1869,1852,79.4632956309603
1871,1852,79.4632956309603
1873,1853,79.45220669771568
1875,1851,79.47438456420493
1877,1851,79.47438456420493
1879,1850,79.48547349744955
1881,1850,79.48547349744955
1883,1850,79.48547349744955
1885,1850,79.48547349744955
1887,1850,79.48547349744955
1889,1850,79.48547349744955
1891,1850,79.48547349744955
1893,1850,79.48547349744955
1895,1851,79.47438456420493
1897,1850,79.48547349744955
1899,1850,79.48547349744955
1901,1850,79.48547349744955
1903,1850,79.48547349744955
1905,1850,79.48547349744955
1907,1850,79.48547349744955
1909,1851,79.47438456420493
1911,1850,79.48547349744955
1913,1935,78.54291417165669
1915,2235,75.21623419827013
1917,2236,75.20514526502551
1919,2236,75.20514526502551
1921,2237,75.19405633178089
1923,2237,75.19405633178089
1925,2237,75.19405633178089
1927,2237,75.19405633178089
1929,2237,75.19405633178089
1931,2237,75.19405633178089
1933,2237,75.19405633178089
1935,2236,75.20514526502551
1937,2236,75.20514526502551
1939,2236,75.20514526502551
1941,2236,75.20514526502551
1943,2236,75.20514526502551
1945,2236,75.20514526502551
1947,2236,75.20514526502551
1949,2236,75.20514526502551
1951,2236,75.20514526502551
1953,2236,75.20514526502551
1955,2236,75.20514526502551
1957,2236,75.20514526502551
1959,2236,75.20514526502551
1961,2236,75.20514526502551
1963,2236,75.20514526502551
1965,2236,75.20514526502551
1967,2236,75.20514526502551
1969,2236,75.20514526502551
1971,2236,75.20514526502551
1973,2235,75.21623419827013
1975,2235,75.21623419827013
1977,2236,75.20514526502551
1979,2236,75.20514526502551
1981,2236,75.20514526502551
1983,2235,75.21623419827013
1985,2235,75.21623419827013
1987,2236,75.20514526502551
1989,2235,75.21623419827013
1991,2235,75.21623419827013
1993,2235,75.21623419827013
1995,2235,75.21623419827013
1997,2235,75.21623419827013
1999,2235,75.21623419827013
2001,2235,75.21623419827013
2003,2236,75.20514526502551
2005,2236,75.20514526502551
2007,2236,75.20514526502551
2009,2236,75.20514526502551
2011,2236,75.20514526502551
2013,2236,75.20514526502551
2015,2236,75.20514526502551
2017,2233,75.23841206475937
2019,2233,75.23841206475937
2021,2233,75.23841206475937
2023,2233,75.23841206475937
2025,2233,75.23841206475937
2027,2233,75.23841206475937
2029,2233,75.23841206475937
2031,2234,75.22732313151475
2033,2234,75.22732313151475
2035,2233,75.23841206475937
2037,2234,75.22732313151475
2039,2234,75.22732313151475
2041,2234,75.22732313151475
2043,2233,75.23841206475937
2045,2233,75.23841206475937
2047,2233,75.23841206475937
2049,2233,75.23841206475937
2051,2233,75.23841206475937
2053,2233,75.23841206475937
2055,2233,75.23841206475937
2057,2233,75.23841206475937
2059,2233,75.23841206475937
2061,2234,75.22732313151475
2063,2233,75.23841206475937
2065,2234,75.22732313151475
